product_id,category,price,launch_date
P00689,Sports,17.05,2025-04-25
P00690,Fashion,19.14,2025-06-26
P00691,Home & Kitchen,23.42,2025-05-12
P00692,Books,16.75,2025-04-20
P00693,Home & Kitchen,16.47,2025-06-13
P00694,Home & Kitchen,14.85,2025-03-18
P00695,Books,13.33,2025-06-18
P00696,Beauty,21.06,2025-03-08
P00697,Sports,23.33,2025-01-24
P00698,Fashion,12.56,2025-03-17
P00699,Fashion,24.52,2025-01-24
P00700,Home & Kitchen,17.25,2025-01-22
P00701,Home & Kitchen,19.06,2025-06-08
P00702,Home & Kitchen,15.76,2025-05-24
P00703,Electronics,64.93,2025-02-09
P00704,Books,16.03,2025-05-31
P00705,Home & Kitchen,31.64,2025-01-13
P00706,Fashion,31.69,2025-02-21
P00707,Sports,71.21,2025-05-08
P00708,Sports,9.31,2025-02-24
P00709,Beauty,11.53,2025-05-12
P00710,Beauty,12.18,2025-06-07
P00711,Books,8.22,2025-01-12
P00712,Fashion,11.13,2025-01-05
P00713,Sports,17.55,2025-06-19
P00714,Books,6.97,2025-04-04
P00715,Sports,23.35,2025-04-02
P00716,Home & Kitchen,24.67,2025-03-25
P00717,Fashion,22.45,2025-03-20
P00718,Electronics,45.43,2025-05-05
P00719,Fashion,23.71,2025-04-15
P00720,Books,10.19,2025-01-30
P00721,Beauty,41.74,2025-04-23
P00722,Beauty,17.86,2025-05-01
P00723,Electronics,15.64,2025-01-21
P00724,Books,7.68,2025-03-09
P00725,Electronics,16.52,2025-05-23
P00726,Electronics,36.44,2025-04-22
P00727,Home & Kitchen,22.82,2025-01-25
P00728,Electronics,29.28,2025-01-08
P00729,Beauty,39.72,2025-04-15
P00730,Beauty,20.57,2025-03-25
P00731,Home & Kitchen,33.42,2025-06-22
P00732,Electronics,23.78,2025-04-05
P00733,Electronics,23.06,2025-06-17
P00734,Beauty,16.34,2025-02-08
P00735,Electronics,39.08,2025-03-22
P00736,Fashion,7.84,2025-01-26
P00737,Home & Kitchen,22.22,2025-04-14
P00738,Home & Kitchen,24.26,2025-02-03
P00739,Beauty,14.59,2025-03-30
P00740,Beauty,11.14,2025-03-03
P00741,Electronics,28.36,2025-02-03
P00742,Electronics,33.39,2025-01-18
P00743,Books,12.55,2025-04-03
P00744,Electronics,47.46,2025-06-20
P00745,Beauty,26.13,2025-02-05
P00746,Beauty,14.07,2025-03-14
P00747,Home & Kitchen,19.63,2025-02-10
P00748,Beauty,19.57,2025-05-26
P00749,Sports,26.44,2025-03-16
P00750,Sports,16.52,2025-06-25
P00751,Home & Kitchen,34.4,2025-02-14
P00752,Home & Kitchen,37.45,2025-01-15
P00753,Home & Kitchen,43.1,2025-04-15
P00754,Beauty,35.77,2025-04-28
P00755,Fashion,12.24,2025-06-28
P00756,Home & Kitchen,24.25,2025-06-06
P00757,Home & Kitchen,24.23,2025-06-09
P00758,Books,11.53,2025-04-25
P00759,Electronics,26.99,2025-03-06
P00760,Beauty,8.23,2025-03-19
P00761,Fashion,18.85,2025-01-25
P00762,Electronics,25.59,2025-03-19
P00763,Electronics,37.58,2025-03-07
P00764,Electronics,25.29,2025-01-07
P00765,Books,7.35,2025-02-06
P00766,Electronics,40.17,2025-04-07
P00767,Home & Kitchen,25.8,2025-03-08
P00768,Electronics,46.92,2025-06-28
P00769,Electronics,96.68,2025-03-28
P00770,Fashion,20.48,2025-06-22
P00771,Home & Kitchen,29.98,2025-04-29
P00772,Fashion,11.13,2025-01-08
P00773,Fashion,10.13,2025-02-06
P00774,Sports,40.95,2025-05-08
P00775,Electronics,23.86,2025-04-09
P00776,Sports,12.56,2025-02-24
P00777,Fashion,17.76,2025-04-04
P00778,Electronics,34.72,2025-06-12
P00779,Sports,13.38,2025-03-11
P00780,Sports,17.51,2025-01-09
P00781,Home & Kitchen,41.91,2025-02-25
P00782,Books,8.39,2025-06-18
P00783,Beauty,8.58,2025-05-18
P00784,Fashion,27.63,2025-05-31
P00785,Books,15.04,2025-06-14
P00786,Home & Kitchen,18.23,2025-01-22
P00787,Sports,9.86,2025-02-20
P00788,Home & Kitchen,17.24,2025-01-11
P00789,Sports,19.6,2025-01-01
P00790,Fashion,30.54,2025-05-31
P00791,Home & Kitchen,15.12,2025-06-18
P00792,Beauty,15.47,2025-01-29
P00793,Home & Kitchen,32.66,2025-05-10
P00794,Electronics,12.38,2025-04-07
P00795,Electronics,57.57,2025-01-13
P00796,Home & Kitchen,14.16,2025-06-14
P00797,Electronics,41.98,2025-06-06
P00798,Electronics,40.4,2025-04-13
P00799,Sports,32.72,2025-05-08
P00800,Fashion,23.16,2025-03-13
P00801,Sports,6.89,2025-05-23
P00802,Home & Kitchen,16.93,2025-03-22
P00803,Books,12.82,2025-06-28
P00804,Fashion,16.56,2025-01-12
P00805,Electronics,44.82,2025-01-31
P00806,Electronics,51.57,2025-06-24
P00807,Fashion,23.77,2025-02-21
P00808,Electronics,32.83,2025-02-25
P00809,Beauty,7.0,2025-05-23
P00810,Books,9.82,2025-02-04
P00811,Electronics,43.6,2025-04-03
P00812,Electronics,22.13,2025-02-21
P00813,Books,16.01,2025-02-05
P00814,Fashion,27.21,2025-06-23
P00815,Electronics,38.28,2025-02-05
P00816,Books,3.04,2025-01-17
P00817,Books,6.78,2025-05-02
P00818,Beauty,37.55,2025-06-06
P00819,Fashion,14.14,2025-01-23
P00820,Home & Kitchen,9.87,2025-05-08
P00821,Electronics,63.03,2025-04-08
P00822,Fashion,18.19,2025-05-30
P00823,Home & Kitchen,39.63,2025-01-23
P00824,Fashion,20.48,2025-06-25
P00825,Sports,24.69,2025-04-22
P00826,Electronics,42.57,2025-06-01
P00827,Fashion,24.74,2025-03-07
P00828,Home & Kitchen,67.17,2025-06-19
P00829,Books,18.66,2025-04-23
P00830,Home & Kitchen,11.84,2025-01-23
P00831,Fashion,22.1,2025-06-16
P00832,Fashion,30.21,2025-05-24
P00833,Beauty,27.61,2025-02-24
P00834,Fashion,14.92,2025-04-09
P00835,Sports,33.93,2025-03-11
P00836,Fashion,27.44,2025-04-08
P00837,Sports,63.92,2025-06-23
P00838,Books,8.6,2025-06-11
P00839,Beauty,12.79,2025-02-08
P00840,Beauty,14.0,2025-06-24
P00841,Electronics,29.0,2025-03-20
P00842,Sports,13.46,2025-05-07
P00843,Beauty,4.64,2025-05-18
P00844,Beauty,13.21,2025-03-28
P00845,Electronics,42.69,2025-03-24
P00846,Books,9.65,2025-03-24
P00847,Beauty,38.39,2025-06-05
P00848,Fashion,18.19,2025-03-11
P00849,Electronics,64.63,2025-02-20
P00850,Books,13.56,2025-03-07
P00851,Electronics,52.44,2025-02-05
P00852,Home & Kitchen,27.33,2025-03-12
P00853,Sports,37.19,2025-01-21
P00854,Books,12.36,2025-01-17
P00855,Home & Kitchen,30.13,2025-05-11
P00856,Beauty,18.95,2025-01-14
P00857,Sports,17.64,2025-04-13
P00858,Books,14.46,2025-05-21
P00859,Home & Kitchen,65.88,2025-05-11
P00860,Beauty,14.23,2025-03-22
P00861,Sports,24.26,2025-02-04
P00862,Sports,35.37,2025-06-17
P00863,Sports,33.55,2025-05-31
P00864,Fashion,18.17,2025-04-21
P00865,Electronics,12.37,2025-01-16
P00866,Books,15.21,2025-01-07
P00867,Books,4.44,2025-02-26
P00868,Sports,38.92,2025-01-29
P00869,Electronics,39.02,2025-06-04
P00870,Home & Kitchen,37.79,2025-02-07
P00871,Sports,13.38,2025-02-20
P00872,Electronics,17.98,2025-06-25
P00873,Books,13.55,2025-05-28
P00874,Home & Kitchen,23.74,2025-02-09
P00875,Fashion,14.49,2025-03-11
P00876,Books,12.52,2025-04-03
P00877,Beauty,55.82,2025-04-30
P00878,Home & Kitchen,35.09,2025-06-18
P00879,Fashion,28.99,2025-06-06
P00880,Fashion,26.43,2025-06-25
P00881,Beauty,31.27,2025-01-08
P00882,Fashion,16.6,2025-02-12
P00883,Books,4.78,2025-04-12
P00884,Beauty,14.76,2025-01-09
P00885,Home & Kitchen,34.73,2025-03-05
P00886,Home & Kitchen,15.58,2025-01-28
P00887,Beauty,14.84,2025-06-17
P00888,Electronics,26.48,2025-01-12
P00889,Electronics,71.07,2025-01-27
P00890,Fashion,25.33,2025-02-05
P00891,Home & Kitchen,32.31,2025-01-27
P00892,Books,15.94,2025-04-13
P00893,Home & Kitchen,23.7,2025-03-07
P00894,Electronics,39.52,2025-06-14
P00895,Sports,11.78,2025-02-16
P00896,Books,4.51,2025-04-07
P00897,Home & Kitchen,25.79,2025-04-29
P00898,Home & Kitchen,27.89,2025-04-23
P00899,Home & Kitchen,41.53,2025-05-24
P00900,Beauty,32.59,2025-02-06
P00901,Beauty,32.57,2025-04-02
P00902,Home & Kitchen,15.38,2025-05-25
P00903,Electronics,30.85,2025-06-05
P00904,Beauty,19.95,2025-04-22
P00905,Books,37.66,2025-04-28
P00906,Fashion,35.19,2025-06-05
P00907,Beauty,26.59,2025-04-23
P00908,Electronics,30.36,2025-06-20
P00909,Home & Kitchen,16.2,2025-01-23
P00910,Home & Kitchen,34.38,2025-03-04
P00911,Sports,12.24,2025-01-21
P00912,Books,10.83,2025-01-17
P00913,Books,11.44,2025-03-26
P00914,Books,24.68,2025-02-10
P00915,Books,10.27,2025-03-15
P00916,Books,4.02,2025-03-20
P00917,Electronics,45.37,2025-04-22
P00918,Electronics,26.4,2025-06-20
P00919,Home & Kitchen,24.57,2025-06-02
P00920,Fashion,17.39,2025-03-10
P00921,Electronics,31.96,2025-02-28
P00922,Sports,28.66,2025-05-19
P00923,Fashion,9.07,2025-01-23
P00924,Fashion,14.32,2025-04-08
P00925,Electronics,49.19,2025-03-18
P00926,Home & Kitchen,18.28,2025-02-02
P00927,Electronics,17.53,2025-04-21
P00928,Sports,27.14,2025-02-27
P00929,Fashion,29.97,2025-02-03
P00930,Sports,19.68,2025-04-28
P00931,Home & Kitchen,9.97,2025-02-01
P00932,Home & Kitchen,33.12,2025-05-02
P00933,Beauty,7.61,2025-01-30
P00934,Sports,23.08,2025-03-20
P00935,Sports,13.47,2025-05-26
P00936,Home & Kitchen,14.3,2025-02-11
P00937,Books,9.88,2025-05-19
P00938,Electronics,33.29,2025-05-10
P00939,Books,9.02,2025-06-12
P00940,Electronics,47.12,2025-01-31
P00941,Home & Kitchen,19.72,2025-05-09
P00942,Sports,31.22,2025-06-18
P00943,Electronics,41.03,2025-05-18
P00944,Beauty,11.74,2025-02-03
P00945,Beauty,10.88,2025-05-28
P00946,Home & Kitchen,11.48,2025-01-20
P00947,Fashion,20.6,2025-04-16
P00948,Sports,17.12,2025-03-31
P00949,Books,4.14,2025-04-06
P00950,Home & Kitchen,18.94,2025-04-04
P00951,Beauty,10.71,2025-01-06
P00952,Home & Kitchen,48.98,2025-04-02
P00953,Home & Kitchen,11.2,2025-06-18
P00954,Electronics,18.9,2025-03-20
P00955,Books,19.86,2025-02-19
P00956,Books,22.19,2025-06-29
P00957,Sports,14.36,2025-01-18
P00958,Beauty,12.09,2025-03-29
P00959,Beauty,21.2,2025-04-03
P00960,Beauty,5.64,2025-03-28
P00961,Beauty,6.95,2025-06-15
P00962,Beauty,14.16,2025-03-17
P00963,Electronics,72.62,2025-06-25
P00964,Electronics,29.72,2025-01-13
P00965,Books,12.61,2025-05-13
P00966,Beauty,26.76,2025-04-17
P00967,Books,31.1,2025-02-13
P00968,Electronics,27.89,2025-02-11
P00969,Fashion,17.94,2025-05-10
P00970,Home & Kitchen,54.72,2025-04-25
P00971,Home & Kitchen,12.15,2025-04-21
P00972,Electronics,57.41,2025-01-10
P00973,Electronics,22.86,2025-04-18
P00974,Books,12.62,2025-06-26
P00975,Home & Kitchen,21.61,2025-01-04
P00976,Fashion,11.75,2025-03-26
P00977,Beauty,10.32,2025-03-30
P00978,Beauty,18.2,2025-06-11
P00979,Beauty,25.15,2025-02-20
P00980,Home & Kitchen,22.74,2025-03-27
P00981,Books,12.44,2025-05-10
P00982,Sports,25.97,2025-01-11
P00983,Sports,12.97,2025-05-25
P00984,Beauty,22.41,2025-05-28
P00985,Electronics,52.27,2025-05-10
P00986,Books,38.89,2025-04-27
P00987,Home & Kitchen,20.35,2025-05-15
P00988,Electronics,29.42,2025-05-21
P00989,Home & Kitchen,34.07,2025-06-12
P00990,Sports,29.04,2025-03-19
P00991,Fashion,14.21,2025-03-24
P00992,Sports,16.75,2025-04-25
P00993,Sports,25.62,2025-02-04
P00994,Home & Kitchen,16.61,2025-06-04
P00995,Books,10.02,2025-05-19
P00996,Beauty,16.73,2025-04-24
P00997,Fashion,28.3,2025-02-24
P00998,Electronics,27.54,2025-03-04
P00999,Books,5.26,2025-03-20
P01000,Home & Kitchen,10.17,2025-04-30
